"","state","state_code","state_name","county_code","county","Visited"
"2167","OK","40","Oklahoma","069","Johnston County",0
"2168","OK","40","Oklahoma","071","Kay County",0
"2169","OK","40","Oklahoma","073","Kingfisher County",0
"2170","OK","40","Oklahoma","075","Kiowa County",0
"2171","OK","40","Oklahoma","077","Latimer County",0
"2172","OK","40","Oklahoma","079","Le Flore County",0
"2173","OK","40","Oklahoma","081","Lincoln County",0
"2174","OK","40","Oklahoma","083","Logan County",0
"2175","OK","40","Oklahoma","085","Love County",0
"2176","OK","40","Oklahoma","087","McClain County",0
"2177","OK","40","Oklahoma","089","McCurtain County",0
"2178","OK","40","Oklahoma","091","McIntosh County",0
"2179","OK","40","Oklahoma","093","Major County",0
"2180","OK","40","Oklahoma","095","Marshall County",0
"2181","OK","40","Oklahoma","097","Mayes County",0
"2182","OK","40","Oklahoma","099","Murray County",0
"2183","OK","40","Oklahoma","101","Muskogee County",0
"2184","OK","40","Oklahoma","103","Noble County",0
"2185","OK","40","Oklahoma","105","Nowata County",0
"2186","OK","40","Oklahoma","107","Okfuskee County",0
"2187","OK","40","Oklahoma","109","Oklahoma County",0
"2188","OK","40","Oklahoma","111","Okmulgee County",0
"2189","OK","40","Oklahoma","113","Osage County",0
"2190","OK","40","Oklahoma","115","Ottawa County",0
"2191","OK","40","Oklahoma","117","Pawnee County",0
"2192","OK","40","Oklahoma","119","Payne County",0
"2193","OK","40","Oklahoma","121","Pittsburg County",0
"2194","OK","40","Oklahoma","123","Pontotoc County",0
"2195","OK","40","Oklahoma","125","Pottawatomie County",0
"2196","OK","40","Oklahoma","127","Pushmataha County",0
"2197","OK","40","Oklahoma","129","Roger Mills County",0
"2198","OK","40","Oklahoma","131","Rogers County",0
"2199","OK","40","Oklahoma","133","Seminole County",0
"2200","OK","40","Oklahoma","135","Sequoyah County",0
"2201","OK","40","Oklahoma","137","Stephens County",0
"2202","OK","40","Oklahoma","139","Texas County",0
"2203","OK","40","Oklahoma","141","Tillman County",0
"2204","OK","40","Oklahoma","143","Tulsa County",0
"2205","OK","40","Oklahoma","145","Wagoner County",0
"2206","OK","40","Oklahoma","147","Washington County",0
"2207","OK","40","Oklahoma","149","Washita County",0
"2208","OK","40","Oklahoma","151","Woods County",0
"2209","OK","40","Oklahoma","153","Woodward County",0
"2210","OR","41","Oregon","001","Baker County",0
"2211","OR","41","Oregon","003","Benton County",0
"2212","OR","41","Oregon","005","Clackamas County",0
"2213","OR","41","Oregon","007","Clatsop County",0
"2214","OR","41","Oregon","009","Columbia County",0
"2215","OR","41","Oregon","011","Coos County",0
"2216","OR","41","Oregon","013","Crook County",0
"2217","OR","41","Oregon","015","Curry County",0
"2218","OR","41","Oregon","017","Deschutes County",0
"2219","OR","41","Oregon","019","Douglas County",0
"2220","OR","41","Oregon","021","Gilliam County",0
"2221","OR","41","Oregon","023","Grant County",0
"2222","OR","41","Oregon","025","Harney County",0
"2223","OR","41","Oregon","027","Hood River County",0
"2224","OR","41","Oregon","029","Jackson County",0
"2225","OR","41","Oregon","031","Jefferson County",0
"2226","OR","41","Oregon","033","Josephine County",0
"2227","OR","41","Oregon","035","Klamath County",0
"2228","OR","41","Oregon","037","Lake County",0
"2229","OR","41","Oregon","039","Lane County",0
"2230","OR","41","Oregon","041","Lincoln County",0
"2231","OR","41","Oregon","043","Linn County",0
"2232","OR","41","Oregon","045","Malheur County",0
"2233","OR","41","Oregon","047","Marion County",0
"2234","OR","41","Oregon","049","Morrow County",0
"2235","OR","41","Oregon","051","Multnomah County",0
"2236","OR","41","Oregon","053","Polk County",0
"2237","OR","41","Oregon","055","Sherman County",0
"2238","OR","41","Oregon","057","Tillamook County",0
"2239","OR","41","Oregon","059","Umatilla County",0
"2240","OR","41","Oregon","061","Union County",0
"2241","OR","41","Oregon","063","Wallowa County",0
"2242","OR","41","Oregon","065","Wasco County",0
"2243","OR","41","Oregon","067","Washington County",0
"2244","OR","41","Oregon","069","Wheeler County",0
"2245","OR","41","Oregon","071","Yamhill County",0
"2246","PA","42","Pennsylvania","001","Adams County",0
"2247","PA","42","Pennsylvania","003","Allegheny County",0
"2248","PA","42","Pennsylvania","005","Armstrong County",0
"2249","PA","42","Pennsylvania","007","Beaver County",0
"2250","PA","42","Pennsylvania","009","Bedford County",0
"2251","PA","42","Pennsylvania","011","Berks County",0
"2252","PA","42","Pennsylvania","013","Blair County",0
"2253","PA","42","Pennsylvania","015","Bradford County",0
"2254","PA","42","Pennsylvania","017","Bucks County",0
"2255","PA","42","Pennsylvania","019","Butler County",0
"2256","PA","42","Pennsylvania","021","Cambria County",0
"2257","PA","42","Pennsylvania","023","Cameron County",0
"2258","PA","42","Pennsylvania","025","Carbon County",0
"2259","PA","42","Pennsylvania","027","Centre County",0
"2260","PA","42","Pennsylvania","029","Chester County",0
"2261","PA","42","Pennsylvania","031","Clarion County",0
"2262","PA","42","Pennsylvania","033","Clearfield County",0
"2263","PA","42","Pennsylvania","035","Clinton County",0
"2264","PA","42","Pennsylvania","037","Columbia County",0
"2265","PA","42","Pennsylvania","039","Crawford County",0
"2266","PA","42","Pennsylvania","041","Cumberland County",0
"2267","PA","42","Pennsylvania","043","Dauphin County",0
"2268","PA","42","Pennsylvania","045","Delaware County",0
"2269","PA","42","Pennsylvania","047","Elk County",0
"2270","PA","42","Pennsylvania","049","Erie County",0
"2271","PA","42","Pennsylvania","051","Fayette County",0
"2272","PA","42","Pennsylvania","053","Forest County",0
"2273","PA","42","Pennsylvania","055","Franklin County",0
"2274","PA","42","Pennsylvania","057","Fulton County",0
"2275","PA","42","Pennsylvania","059","Greene County",0
"2276","PA","42","Pennsylvania","061","Huntingdon County",0
"2277","PA","42","Pennsylvania","063","Indiana County",0
"2278","PA","42","Pennsylvania","065","Jefferson County",0
"2279","PA","42","Pennsylvania","067","Juniata County",0
"2280","PA","42","Pennsylvania","069","Lackawanna County",0
"2281","PA","42","Pennsylvania","071","Lancaster County",0
"2282","PA","42","Pennsylvania","073","Lawrence County",0
"2283","PA","42","Pennsylvania","075","Lebanon County",0
"2284","PA","42","Pennsylvania","077","Lehigh County",0
"2285","PA","42","Pennsylvania","079","Luzerne County",0
"2286","PA","42","Pennsylvania","081","Lycoming County",0
"2287","PA","42","Pennsylvania","083","McKean County",0
"2288","PA","42","Pennsylvania","085","Mercer County",0
"2289","PA","42","Pennsylvania","087","Mifflin County",0
"2290","PA","42","Pennsylvania","089","Monroe County",0
"2291","PA","42","Pennsylvania","091","Montgomery County",0
"2292","PA","42","Pennsylvania","093","Montour County",0
"2293","PA","42","Pennsylvania","095","Northampton County",0
"2294","PA","42","Pennsylvania","097","Northumberland County",0
"2295","PA","42","Pennsylvania","099","Perry County",0
"2296","PA","42","Pennsylvania","101","Philadelphia County",0
"2297","PA","42","Pennsylvania","103","Pike County",0
"2298","PA","42","Pennsylvania","105","Potter County",0
"2299","PA","42","Pennsylvania","107","Schuylkill County",0
"2300","PA","42","Pennsylvania","109","Snyder County",0
"2301","PA","42","Pennsylvania","111","Somerset County",0
"2302","PA","42","Pennsylvania","113","Sullivan County",0
"2303","PA","42","Pennsylvania","115","Susquehanna County",0
"2304","PA","42","Pennsylvania","117","Tioga County",0
"2305","PA","42","Pennsylvania","119","Union County",0
"2306","PA","42","Pennsylvania","121","Venango County",0
"2307","PA","42","Pennsylvania","123","Warren County",0
"2308","PA","42","Pennsylvania","125","Washington County",0
"2309","PA","42","Pennsylvania","127","Wayne County",0
"2310","PA","42","Pennsylvania","129","Westmoreland County",0
"2311","PA","42","Pennsylvania","131","Wyoming County",0
"2312","PA","42","Pennsylvania","133","York County",0
"2313","RI","44","Rhode Island","001","Bristol County",0
"2314","RI","44","Rhode Island","003","Kent County",0
"2315","RI","44","Rhode Island","005","Newport County",0
"2316","RI","44","Rhode Island","007","Providence County",0
"2317","RI","44","Rhode Island","009","Washington County",0
"2318","SC","45","South Carolina","001","Abbeville County",0
"2319","SC","45","South Carolina","003","Aiken County",0
"2320","SC","45","South Carolina","005","Allendale County",0
"2321","SC","45","South Carolina","007","Anderson County",0
"2322","SC","45","South Carolina","009","Bamberg County",0
"2323","SC","45","South Carolina","011","Barnwell County",0
"2324","SC","45","South Carolina","013","Beaufort County",0
"2325","SC","45","South Carolina","015","Berkeley County",0
"2326","SC","45","South Carolina","017","Calhoun County",0
"2327","SC","45","South Carolina","019","Charleston County",0
"2328","SC","45","South Carolina","021","Cherokee County",0
"2329","SC","45","South Carolina","023","Chester County",0
"2330","SC","45","South Carolina","025","Chesterfield County",0
"2331","SC","45","South Carolina","027","Clarendon County",0
"2332","SC","45","South Carolina","029","Colleton County",0
"2333","SC","45","South Carolina","031","Darlington County",0
"2334","SC","45","South Carolina","033","Dillon County",0
"2335","SC","45","South Carolina","035","Dorchester County",0
"2336","SC","45","South Carolina","037","Edgefield County",0
"2337","SC","45","South Carolina","039","Fairfield County",0
"2338","SC","45","South Carolina","041","Florence County",0
"2339","SC","45","South Carolina","043","Georgetown County",0
"2340","SC","45","South Carolina","045","Greenville County",0
"2341","SC","45","South Carolina","047","Greenwood County",0
"2342","SC","45","South Carolina","049","Hampton County",0
"2343","SC","45","South Carolina","051","Horry County",0
"2344","SC","45","South Carolina","053","Jasper County",0
"2345","SC","45","South Carolina","055","Kershaw County",0
"2346","SC","45","South Carolina","057","Lancaster County",0
"2347","SC","45","South Carolina","059","Laurens County",0
"2348","SC","45","South Carolina","061","Lee County",0
"2349","SC","45","South Carolina","063","Lexington County",0
"2350","SC","45","South Carolina","065","McCormick County",0
"2351","SC","45","South Carolina","067","Marion County",0
"2352","SC","45","South Carolina","069","Marlboro County",0
"2353","SC","45","South Carolina","071","Newberry County",0
"2354","SC","45","South Carolina","073","Oconee County",0
"2355","SC","45","South Carolina","075","Orangeburg County",0
"2356","SC","45","South Carolina","077","Pickens County",0
"2357","SC","45","South Carolina","079","Richland County",0
"2358","SC","45","South Carolina","081","Saluda County",0
"2359","SC","45","South Carolina","083","Spartanburg County",0
"2360","SC","45","South Carolina","085","Sumter County",0
"2361","SC","45","South Carolina","087","Union County",0
"2362","SC","45","South Carolina","089","Williamsburg County",0
"2363","SC","45","South Carolina","091","York County",0
"2364","SD","46","South Dakota","003","Aurora County",0
"2365","SD","46","South Dakota","005","Beadle County",0
"2366","SD","46","South Dakota","007","Bennett County",0
"2367","SD","46","South Dakota","009","Bon Homme County",0
"2368","SD","46","South Dakota","011","Brookings County",0
"2369","SD","46","South Dakota","013","Brown County",0
"2370","SD","46","South Dakota","015","Brule County",0
"2371","SD","46","South Dakota","017","Buffalo County",0
"2372","SD","46","South Dakota","019","Butte County",0
"2373","SD","46","South Dakota","021","Campbell County",0
"2374","SD","46","South Dakota","023","Charles Mix County",0
"2375","SD","46","South Dakota","025","Clark County",0
"2376","SD","46","South Dakota","027","Clay County",0
"2377","SD","46","South Dakota","029","Codington County",0
"2378","SD","46","South Dakota","031","Corson County",0
"2379","SD","46","South Dakota","033","Custer County",0
"2380","SD","46","South Dakota","035","Davison County",0
"2381","SD","46","South Dakota","037","Day County",0
"2382","SD","46","South Dakota","039","Deuel County",0
"2383","SD","46","South Dakota","041","Dewey County",0
"2384","SD","46","South Dakota","043","Douglas County",0
"2385","SD","46","South Dakota","045","Edmunds County",0
"2386","SD","46","South Dakota","047","Fall River County",0
"2387","SD","46","South Dakota","049","Faulk County",0
"2388","SD","46","South Dakota","051","Grant County",0
"2389","SD","46","South Dakota","053","Gregory County",0
"2390","SD","46","South Dakota","055","Haakon County",0
"2391","SD","46","South Dakota","057","Hamlin County",0
"2392","SD","46","South Dakota","059","Hand County",0
"2393","SD","46","South Dakota","061","Hanson County",0
"2394","SD","46","South Dakota","063","Harding County",0
"2395","SD","46","South Dakota","065","Hughes County",0
"2396","SD","46","South Dakota","067","Hutchinson County",0
"2397","SD","46","South Dakota","069","Hyde County",0
"2398","SD","46","South Dakota","071","Jackson County",0
"2399","SD","46","South Dakota","073","Jerauld County",0
"2400","SD","46","South Dakota","075","Jones County",0
"2401","SD","46","South Dakota","077","Kingsbury County",0
"2402","SD","46","South Dakota","079","Lake County",0
"2403","SD","46","South Dakota","081","Lawrence County",0
"2404","SD","46","South Dakota","083","Lincoln County",0
"2405","SD","46","South Dakota","085","Lyman County",0
"2406","SD","46","South Dakota","087","McCook County",0
"2407","SD","46","South Dakota","089","McPherson County",0
"2408","SD","46","South Dakota","091","Marshall County",0
"2409","SD","46","South Dakota","093","Meade County",0
"2410","SD","46","South Dakota","095","Mellette County",0
"2411","SD","46","South Dakota","097","Miner County",0
"2412","SD","46","South Dakota","099","Minnehaha County",0
"2413","SD","46","South Dakota","101","Moody County",0
"2414","SD","46","South Dakota","102","Oglala Lakota County",0
"2415","SD","46","South Dakota","103","Pennington County",0
"2416","SD","46","South Dakota","105","Perkins County",0
"2417","SD","46","South Dakota","107","Potter County",0
"2418","SD","46","South Dakota","109","Roberts County",0
"2419","SD","46","South Dakota","111","Sanborn County",0
"2420","SD","46","South Dakota","113","Shannon County",0
"2421","SD","46","South Dakota","115","Spink County",0
"2422","SD","46","South Dakota","117","Stanley County",0
"2423","SD","46","South Dakota","119","Sully County",0
"2424","SD","46","South Dakota","121","Todd County",0
"2425","SD","46","South Dakota","123","Tripp County",0
"2426","SD","46","South Dakota","125","Turner County",0
"2427","SD","46","South Dakota","127","Union County",0
"2428","SD","46","South Dakota","129","Walworth County",0
"2429","SD","46","South Dakota","135","Yankton County",0
"2430","SD","46","South Dakota","137","Ziebach County",0
"2431","TN","47","Tennessee","001","Anderson County",0
"2432","TN","47","Tennessee","003","Bedford County",0
"2433","TN","47","Tennessee","005","Benton County",0
"2434","TN","47","Tennessee","007","Bledsoe County",0
"2435","TN","47","Tennessee","009","Blount County",0
"2436","TN","47","Tennessee","011","Bradley County",0
"2437","TN","47","Tennessee","013","Campbell County",0
"2438","TN","47","Tennessee","015","Cannon County",0
"2439","TN","47","Tennessee","017","Carroll County",0
"2440","TN","47","Tennessee","019","Carter County",0
"2441","TN","47","Tennessee","021","Cheatham County",0
"2442","TN","47","Tennessee","023","Chester County",0
"2443","TN","47","Tennessee","025","Claiborne County",0
"2444","TN","47","Tennessee","027","Clay County",0
"2445","TN","47","Tennessee","029","Cocke County",0
"2446","TN","47","Tennessee","031","Coffee County",0
"2447","TN","47","Tennessee","033","Crockett County",0
"2448","TN","47","Tennessee","035","Cumberland County",0
"2449","TN","47","Tennessee","037","Davidson County",0
"2450","TN","47","Tennessee","039","Decatur County",0
"2451","TN","47","Tennessee","041","DeKalb County",0
"2452","TN","47","Tennessee","043","Dickson County",0
"2453","TN","47","Tennessee","045","Dyer County",0
"2454","TN","47","Tennessee","047","Fayette County",0
"2455","TN","47","Tennessee","049","Fentress County",0
"2456","TN","47","Tennessee","051","Franklin County",0
"2457","TN","47","Tennessee","053","Gibson County",0
"2458","TN","47","Tennessee","055","Giles County",0
"2459","TN","47","Tennessee","057","Grainger County",0
"2460","TN","47","Tennessee","059","Greene County",0
"2461","TN","47","Tennessee","061","Grundy County",0
"2462","TN","47","Tennessee","063","Hamblen County",0
"2463","TN","47","Tennessee","065","Hamilton County",0
"2464","TN","47","Tennessee","067","Hancock County",0
"2465","TN","47","Tennessee","069","Hardeman County",0
"2466","TN","47","Tennessee","071","Hardin County",0
"2467","TN","47","Tennessee","073","Hawkins County",0
"2468","TN","47","Tennessee","075","Haywood County",0
"2469","TN","47","Tennessee","077","Henderson County",0
"2470","TN","47","Tennessee","079","Henry County",0
"2471","TN","47","Tennessee","081","Hickman County",0
"2472","TN","47","Tennessee","083","Houston County",0
"2473","TN","47","Tennessee","085","Humphreys County",0
"2474","TN","47","Tennessee","087","Jackson County",0
"2475","TN","47","Tennessee","089","Jefferson County",0
"2476","TN","47","Tennessee","091","Johnson County",0
"2477","TN","47","Tennessee","093","Knox County",0
"2478","TN","47","Tennessee","095","Lake County",0
"2479","TN","47","Tennessee","097","Lauderdale County",0
"2480","TN","47","Tennessee","099","Lawrence County",0
"2481","TN","47","Tennessee","101","Lewis County",0
"2482","TN","47","Tennessee","103","Lincoln County",0
"2483","TN","47","Tennessee","105","Loudon County",0
"2484","TN","47","Tennessee","107","McMinn County",0
"2485","TN","47","Tennessee","109","McNairy County",0
"2486","TN","47","Tennessee","111","Macon County",0
"2487","TN","47","Tennessee","113","Madison County",0
"2488","TN","47","Tennessee","115","Marion County",0
"2489","TN","47","Tennessee","117","Marshall County",0
"2490","TN","47","Tennessee","119","Maury County",0
"2491","TN","47","Tennessee","121","Meigs County",0
"2492","TN","47","Tennessee","123","Monroe County",0
"2493","TN","47","Tennessee","125","Montgomery County",0
"2494","TN","47","Tennessee","127","Moore County",0
"2495","TN","47","Tennessee","129","Morgan County",0
"2496","TN","47","Tennessee","131","Obion County",0
"2497","TN","47","Tennessee","133","Overton County",0
"2498","TN","47","Tennessee","135","Perry County",0
"2499","TN","47","Tennessee","137","Pickett County",0
"2500","TN","47","Tennessee","139","Polk County",0
"2501","TN","47","Tennessee","141","Putnam County",0
"2502","TN","47","Tennessee","143","Rhea County",0
"2503","TN","47","Tennessee","145","Roane County",0
"2504","TN","47","Tennessee","147","Robertson County",0
"2505","TN","47","Tennessee","149","Rutherford County",0
"2506","TN","47","Tennessee","151","Scott County",0
"2507","TN","47","Tennessee","153","Sequatchie County",0
"2508","TN","47","Tennessee","155","Sevier County",0
"2509","TN","47","Tennessee","157","Shelby County",0
"2510","TN","47","Tennessee","159","Smith County",0
"2511","TN","47","Tennessee","161","Stewart County",0
"2512","TN","47","Tennessee","163","Sullivan County",0
"2513","TN","47","Tennessee","165","Sumner County",0
"2514","TN","47","Tennessee","167","Tipton County",0
"2515","TN","47","Tennessee","169","Trousdale County",0
"2516","TN","47","Tennessee","171","Unicoi County",0
"2517","TN","47","Tennessee","173","Union County",0
"2518","TN","47","Tennessee","175","Van Buren County",0
"2519","TN","47","Tennessee","177","Warren County",0
"2520","TN","47","Tennessee","179","Washington County",0
"2521","TN","47","Tennessee","181","Wayne County",0
"2522","TN","47","Tennessee","183","Weakley County",0
"2523","TN","47","Tennessee","185","White County",0
"2524","TN","47","Tennessee","187","Williamson County",0
"2525","TN","47","Tennessee","189","Wilson County",0
"2526","TX","48","Texas","001","Anderson County",0
"2527","TX","48","Texas","003","Andrews County",0
"2528","TX","48","Texas","005","Angelina County",0
"2529","TX","48","Texas","007","Aransas County",0
"2530","TX","48","Texas","009","Archer County",0
"2531","TX","48","Texas","011","Armstrong County",0
"2532","TX","48","Texas","013","Atascosa County",0
"2533","TX","48","Texas","015","Austin County",0
"2534","TX","48","Texas","017","Bailey County",0
"2535","TX","48","Texas","019","Bandera County",0
"2536","TX","48","Texas","021","Bastrop County",0
"2537","TX","48","Texas","023","Baylor County",0
"2538","TX","48","Texas","025","Bee County",0
"2539","TX","48","Texas","027","Bell County",0
"2540","TX","48","Texas","029","Bexar County",0
"2541","TX","48","Texas","031","Blanco County",0
"2542","TX","48","Texas","033","Borden County",0
"2543","TX","48","Texas","035","Bosque County",0
"2544","TX","48","Texas","037","Bowie County",0
"2545","TX","48","Texas","039","Brazoria County",0
"2546","TX","48","Texas","041","Brazos County",0
"2547","TX","48","Texas","043","Brewster County",0
"2548","TX","48","Texas","045","Briscoe County",0
"2549","TX","48","Texas","047","Brooks County",0
"2550","TX","48","Texas","049","Brown County",0
"2551","TX","48","Texas","051","Burleson County",0
"2552","TX","48","Texas","053","Burnet County",0
"2553","TX","48","Texas","055","Caldwell County",0
"2554","TX","48","Texas","057","Calhoun County",0
"2555","TX","48","Texas","059","Callahan County",0
"2556","TX","48","Texas","061","Cameron County",0
"2557","TX","48","Texas","063","Camp County",0
"2558","TX","48","Texas","065","Carson County",0
"2559","TX","48","Texas","067","Cass County",0
"2560","TX","48","Texas","069","Castro County",0
"2561","TX","48","Texas","071","Chambers County",0
"2562","TX","48","Texas","073","Cherokee County",0
"2563","TX","48","Texas","075","Childress County",0
"2564","TX","48","Texas","077","Clay County",0
"2565","TX","48","Texas","079","Cochran County",0
"2566","TX","48","Texas","081","Coke County",0
"2567","TX","48","Texas","083","Coleman County",0
"2568","TX","48","Texas","085","Collin County",0
"2569","TX","48","Texas","087","Collingsworth County",0
"2570","TX","48","Texas","089","Colorado County",0
"2571","TX","48","Texas","091","Comal County",0
"2572","TX","48","Texas","093","Comanche County",0
"2573","TX","48","Texas","095","Concho County",0
"2574","TX","48","Texas","097","Cooke County",0
"2575","TX","48","Texas","099","Coryell County",0
"2576","TX","48","Texas","101","Cottle County",0
"2577","TX","48","Texas","103","Crane County",0
"2578","TX","48","Texas","105","Crockett County",0
"2579","TX","48","Texas","107","Crosby County",0
"2580","TX","48","Texas","109","Culberson County",0
"2581","TX","48","Texas","111","Dallam County",0
"2582","TX","48","Texas","113","Dallas County",0
"2583","TX","48","Texas","115","Dawson County",0
"2584","TX","48","Texas","117","Deaf Smith County",0
"2585","TX","48","Texas","119","Delta County",0
"2586","TX","48","Texas","121","Denton County",0
"2587","TX","48","Texas","123","DeWitt County",0
"2588","TX","48","Texas","125","Dickens County",0
"2589","TX","48","Texas","127","Dimmit County",0
"2590","TX","48","Texas","129","Donley County",0
"2591","TX","48","Texas","131","Duval County",0
"2592","TX","48","Texas","133","Eastland County",0
"2593","TX","48","Texas","135","Ector County",0
"2594","TX","48","Texas","137","Edwards County",0
"2595","TX","48","Texas","139","Ellis County",0
"2596","TX","48","Texas","141","El Paso County",0
"2597","TX","48","Texas","143","Erath County",0
"2598","TX","48","Texas","145","Falls County",0
"2599","TX","48","Texas","147","Fannin County",0
"2600","TX","48","Texas","149","Fayette County",0
"2601","TX","48","Texas","151","Fisher County",0
"2602","TX","48","Texas","153","Floyd County",0
"2603","TX","48","Texas","155","Foard County",0
"2604","TX","48","Texas","157","Fort Bend County",0
"2605","TX","48","Texas","159","Franklin County",0
"2606","TX","48","Texas","161","Freestone County",0
"2607","TX","48","Texas","163","Frio County",0
"2608","TX","48","Texas","165","Gaines County",0
"2609","TX","48","Texas","167","Galveston County",0
"2610","TX","48","Texas","169","Garza County",0
"2611","TX","48","Texas","171","Gillespie County",0
"2612","TX","48","Texas","173","Glasscock County",0
"2613","TX","48","Texas","175","Goliad County",0
"2614","TX","48","Texas","177","Gonzales County",0
"2615","TX","48","Texas","179","Gray County",0
"2616","TX","48","Texas","181","Grayson County",0
"2617","TX","48","Texas","183","Gregg County",0
"2618","TX","48","Texas","185","Grimes County",0
"2619","TX","48","Texas","187","Guadalupe County",0
"2620","TX","48","Texas","189","Hale County",0
"2621","TX","48","Texas","191","Hall County",0
"2622","TX","48","Texas","193","Hamilton County",0
"2623","TX","48","Texas","195","Hansford County",0
"2624","TX","48","Texas","197","Hardeman County",0
"2625","TX","48","Texas","199","Hardin County",0
"2626","TX","48","Texas","201","Harris County",0
"2627","TX","48","Texas","203","Harrison County",0
"2628","TX","48","Texas","205","Hartley County",0
"2629","TX","48","Texas","207","Haskell County",0
"2630","TX","48","Texas","209","Hays County",0
"2631","TX","48","Texas","211","Hemphill County",0
"2632","TX","48","Texas","213","Henderson County",0
"2633","TX","48","Texas","215","Hidalgo County",0
"2634","TX","48","Texas","217","Hill County",0
"2635","TX","48","Texas","219","Hockley County",0
"2636","TX","48","Texas","221","Hood County",0
"2637","TX","48","Texas","223","Hopkins County",0
"2638","TX","48","Texas","225","Houston County",0
"2639","TX","48","Texas","227","Howard County",0
"2640","TX","48","Texas","229","Hudspeth County",0
"2641","TX","48","Texas","231","Hunt County",0
"2642","TX","48","Texas","233","Hutchinson County",0
"2643","TX","48","Texas","235","Irion County",0
"2644","TX","48","Texas","237","Jack County",0
"2645","TX","48","Texas","239","Jackson County",0
"2646","TX","48","Texas","241","Jasper County",0
"2647","TX","48","Texas","243","Jeff Davis County",0
"2648","TX","48","Texas","245","Jefferson County",0
"2649","TX","48","Texas","247","Jim Hogg County",0
"2650","TX","48","Texas","249","Jim Wells County",0
"2651","TX","48","Texas","251","Johnson County",0
"2652","TX","48","Texas","253","Jones County",0
"2653","TX","48","Texas","255","Karnes County",0
"2654","TX","48","Texas","257","Kaufman County",0
"2655","TX","48","Texas","259","Kendall County",0
"2656","TX","48","Texas","261","Kenedy County",0
"2657","TX","48","Texas","263","Kent County",0
"2658","TX","48","Texas","265","Kerr County",0
"2659","TX","48","Texas","267","Kimble County",0
"2660","TX","48","Texas","269","King County",0
"2661","TX","48","Texas","271","Kinney County",0
"2662","TX","48","Texas","273","Kleberg County",0
"2663","TX","48","Texas","275","Knox County",0
"2664","TX","48","Texas","277","Lamar County",0
"2665","TX","48","Texas","279","Lamb County",0
"2666","TX","48","Texas","281","Lampasas County",0
"2667","TX","48","Texas","283","La Salle County",0
"2668","TX","48","Texas","285","Lavaca County",0
"2669","TX","48","Texas","287","Lee County",0
"2670","TX","48","Texas","289","Leon County",0
"2671","TX","48","Texas","291","Liberty County",0
"2672","TX","48","Texas","293","Limestone County",0
"2673","TX","48","Texas","295","Lipscomb County",0
"2674","TX","48","Texas","297","Live Oak County",0
"2675","TX","48","Texas","299","Llano County",0
"2676","TX","48","Texas","301","Loving County",0
"2677","TX","48","Texas","303","Lubbock County",0
"2678","TX","48","Texas","305","Lynn County",0
"2679","TX","48","Texas","307","McCulloch County",0
"2680","TX","48","Texas","309","McLennan County",0
"2681","TX","48","Texas","311","McMullen County",0
"2682","TX","48","Texas","313","Madison County",0
"2683","TX","48","Texas","315","Marion County",0
"2684","TX","48","Texas","317","Martin County",0
"2685","TX","48","Texas","319","Mason County",0
"2686","TX","48","Texas","321","Matagorda County",0
"2687","TX","48","Texas","323","Maverick County",0
"2688","TX","48","Texas","325","Medina County",0
"2689","TX","48","Texas","327","Menard County",0
"2690","TX","48","Texas","329","Midland County",0
"2691","TX","48","Texas","331","Milam County",0
"2692","TX","48","Texas","333","Mills County",0
"2693","TX","48","Texas","335","Mitchell County",0
"2694","TX","48","Texas","337","Montague County",0
"2695","TX","48","Texas","339","Montgomery County",0
"2696","TX","48","Texas","341","Moore County",0
"2697","TX","48","Texas","343","Morris County",0
"2698","TX","48","Texas","345","Motley County",0
"2699","TX","48","Texas","347","Nacogdoches County",0
"2700","TX","48","Texas","349","Navarro County",0
"2701","TX","48","Texas","351","Newton County",0
"2702","TX","48","Texas","353","Nolan County",0
"2703","TX","48","Texas","355","Nueces County",0
"2704","TX","48","Texas","357","Ochiltree County",0
"2705","TX","48","Texas","359","Oldham County",0
"2706","TX","48","Texas","361","Orange County",0
"2707","TX","48","Texas","363","Palo Pinto County",0
"2708","TX","48","Texas","365","Panola County",0
"2709","TX","48","Texas","367","Parker County",0
"2710","TX","48","Texas","369","Parmer County",0
"2711","TX","48","Texas","371","Pecos County",0
"2712","TX","48","Texas","373","Polk County",0
"2713","TX","48","Texas","375","Potter County",0
"2714","TX","48","Texas","377","Presidio County",0
"2715","TX","48","Texas","379","Rains County",0
"2716","TX","48","Texas","381","Randall County",0
"2717","TX","48","Texas","383","Reagan County",0
"2718","TX","48","Texas","385","Real County",0
"2719","TX","48","Texas","387","Red River County",0
"2720","TX","48","Texas","389","Reeves County",0
"2721","TX","48","Texas","391","Refugio County",0
"2722","TX","48","Texas","393","Roberts County",0
"2723","TX","48","Texas","395","Robertson County",0
"2724","TX","48","Texas","397","Rockwall County",0
"2725","TX","48","Texas","399","Runnels County",0
"2726","TX","48","Texas","401","Rusk County",0
"2727","TX","48","Texas","403","Sabine County",0
"2728","TX","48","Texas","405","San Augustine County",0
"2729","TX","48","Texas","407","San Jacinto County",0
"2730","TX","48","Texas","409","San Patricio County",0
"2731","TX","48","Texas","411","San Saba County",0
"2732","TX","48","Texas","413","Schleicher County",0
"2733","TX","48","Texas","415","Scurry County",0
"2734","TX","48","Texas","417","Shackelford County",0
"2735","TX","48","Texas","419","Shelby County",0
