,state,state_code,state_name,county_code,county,Visited,date
836,IA,19,Iowa,91,Humboldt County,0,
837,IA,19,Iowa,93,Ida County,0,
838,IA,19,Iowa,95,Iowa County,0,
839,IA,19,Iowa,97,Jackson County,0,
840,IA,19,Iowa,99,Jasper County,0,
841,IA,19,Iowa,101,Jefferson County,0,
842,IA,19,Iowa,103,Johnson County,0,
843,IA,19,Iowa,105,Jones County,0,
844,IA,19,Iowa,107,Keokuk County,0,
845,IA,19,Iowa,109,Kossuth County,0,
846,IA,19,Iowa,111,Lee County,0,
847,IA,19,Iowa,113,Linn County,0,
848,IA,19,Iowa,115,Louisa County,0,
849,IA,19,Iowa,117,Lucas County,0,
850,IA,19,Iowa,119,Lyon County,0,
851,IA,19,Iowa,121,Madison County,0,
852,IA,19,Iowa,123,Mahaska County,0,
853,IA,19,Iowa,125,Marion County,0,
854,IA,19,Iowa,127,Marshall County,0,
855,IA,19,Iowa,129,Mills County,0,
856,IA,19,Iowa,131,Mitchell County,0,
857,IA,19,Iowa,133,Monona County,0,
858,IA,19,Iowa,135,Monroe County,0,
859,IA,19,Iowa,137,Montgomery County,0,
860,IA,19,Iowa,139,Muscatine County,0,
861,IA,19,Iowa,141,O'Brien County,0,
862,IA,19,Iowa,143,Osceola County,0,
863,IA,19,Iowa,145,Page County,0,
864,IA,19,Iowa,147,Palo Alto County,0,
865,IA,19,Iowa,149,Plymouth County,0,
866,IA,19,Iowa,151,Pocahontas County,0,
867,IA,19,Iowa,153,Polk County,0,
2315,RI,44,Rhode Island,5,Newport County,1,
869,IA,19,Iowa,157,Poweshiek County,0,
870,IA,19,Iowa,159,Ringgold County,0,
871,IA,19,Iowa,161,Sac County,0,
872,IA,19,Iowa,163,Scott County,0,
873,IA,19,Iowa,165,Shelby County,0,
874,IA,19,Iowa,167,Sioux County,0,
875,IA,19,Iowa,169,Story County,0,
876,IA,19,Iowa,171,Tama County,0,
877,IA,19,Iowa,173,Taylor County,0,
878,IA,19,Iowa,175,Union County,0,
879,IA,19,Iowa,177,Van Buren County,0,
880,IA,19,Iowa,179,Wapello County,0,
881,IA,19,Iowa,181,Warren County,0,
882,IA,19,Iowa,183,Washington County,0,
883,IA,19,Iowa,185,Wayne County,0,
884,IA,19,Iowa,187,Webster County,0,
885,IA,19,Iowa,189,Winnebago County,0,
886,IA,19,Iowa,191,Winneshiek County,0,
887,IA,19,Iowa,193,Woodbury County,0,
888,IA,19,Iowa,195,Worth County,0,
889,IA,19,Iowa,197,Wright County,0,
890,KS,20,Kansas,1,Allen County,0,
891,KS,20,Kansas,3,Anderson County,0,
892,KS,20,Kansas,5,Atchison County,0,
893,KS,20,Kansas,7,Barber County,0,
894,KS,20,Kansas,9,Barton County,0,
895,KS,20,Kansas,11,Bourbon County,0,
896,KS,20,Kansas,13,Brown County,0,
897,KS,20,Kansas,15,Butler County,0,
898,KS,20,Kansas,17,Chase County,0,
899,KS,20,Kansas,19,Chautauqua County,0,
900,KS,20,Kansas,21,Cherokee County,0,
901,KS,20,Kansas,23,Cheyenne County,0,
902,KS,20,Kansas,25,Clark County,0,
903,KS,20,Kansas,27,Clay County,0,
904,KS,20,Kansas,29,Cloud County,0,
905,KS,20,Kansas,31,Coffey County,0,
906,KS,20,Kansas,33,Comanche County,0,
907,KS,20,Kansas,35,Cowley County,0,
908,KS,20,Kansas,37,Crawford County,0,
909,KS,20,Kansas,39,Decatur County,0,
910,KS,20,Kansas,41,Dickinson County,0,
911,KS,20,Kansas,43,Doniphan County,0,
912,KS,20,Kansas,45,Douglas County,0,
913,KS,20,Kansas,47,Edwards County,0,
914,KS,20,Kansas,49,Elk County,0,
915,KS,20,Kansas,51,Ellis County,0,
916,KS,20,Kansas,53,Ellsworth County,0,
917,KS,20,Kansas,55,Finney County,0,
918,KS,20,Kansas,57,Ford County,0,
919,KS,20,Kansas,59,Franklin County,0,
920,KS,20,Kansas,61,Geary County,0,
921,KS,20,Kansas,63,Gove County,0,
922,KS,20,Kansas,65,Graham County,0,
923,KS,20,Kansas,67,Grant County,0,
924,KS,20,Kansas,69,Gray County,0,
925,KS,20,Kansas,71,Greeley County,0,
926,KS,20,Kansas,73,Greenwood County,0,
927,KS,20,Kansas,75,Hamilton County,0,
928,KS,20,Kansas,77,Harper County,0,
929,KS,20,Kansas,79,Harvey County,0,
930,KS,20,Kansas,81,Haskell County,0,
931,KS,20,Kansas,83,Hodgeman County,0,
932,KS,20,Kansas,85,Jackson County,0,
933,KS,20,Kansas,87,Jefferson County,0,
934,KS,20,Kansas,89,Jewell County,0,
935,KS,20,Kansas,91,Johnson County,0,
936,KS,20,Kansas,93,Kearny County,0,
937,KS,20,Kansas,95,Kingman County,0,
938,KS,20,Kansas,97,Kiowa County,0,
939,KS,20,Kansas,99,Labette County,0,
940,KS,20,Kansas,101,Lane County,0,
941,KS,20,Kansas,103,Leavenworth County,0,
942,KS,20,Kansas,105,Lincoln County,0,
943,KS,20,Kansas,107,Linn County,0,
944,KS,20,Kansas,109,Logan County,0,
945,KS,20,Kansas,111,Lyon County,0,
946,KS,20,Kansas,113,McPherson County,0,
947,KS,20,Kansas,115,Marion County,0,
948,KS,20,Kansas,117,Marshall County,0,
949,KS,20,Kansas,119,Meade County,0,
950,KS,20,Kansas,121,Miami County,0,
951,KS,20,Kansas,123,Mitchell County,0,
952,KS,20,Kansas,125,Montgomery County,0,
953,KS,20,Kansas,127,Morris County,0,
954,KS,20,Kansas,129,Morton County,0,
955,KS,20,Kansas,131,Nemaha County,0,
956,KS,20,Kansas,133,Neosho County,0,
957,KS,20,Kansas,135,Ness County,0,
958,KS,20,Kansas,137,Norton County,0,
959,KS,20,Kansas,139,Osage County,0,
960,KS,20,Kansas,141,Osborne County,0,
961,KS,20,Kansas,143,Ottawa County,0,
962,KS,20,Kansas,145,Pawnee County,0,
963,KS,20,Kansas,147,Phillips County,0,
964,KS,20,Kansas,149,Pottawatomie County,0,
965,KS,20,Kansas,151,Pratt County,0,
966,KS,20,Kansas,153,Rawlins County,0,
967,KS,20,Kansas,155,Reno County,0,
968,KS,20,Kansas,157,Republic County,0,
969,KS,20,Kansas,159,Rice County,0,
970,KS,20,Kansas,161,Riley County,0,
971,KS,20,Kansas,163,Rooks County,0,
972,KS,20,Kansas,165,Rush County,0,
973,KS,20,Kansas,167,Russell County,0,
974,KS,20,Kansas,169,Saline County,0,
975,KS,20,Kansas,171,Scott County,0,
976,KS,20,Kansas,173,Sedgwick County,0,
977,KS,20,Kansas,175,Seward County,0,
978,KS,20,Kansas,177,Shawnee County,0,
979,KS,20,Kansas,179,Sheridan County,0,
980,KS,20,Kansas,181,Sherman County,0,
981,KS,20,Kansas,183,Smith County,0,
982,KS,20,Kansas,185,Stafford County,0,
983,KS,20,Kansas,187,Stanton County,0,
984,KS,20,Kansas,189,Stevens County,0,
985,KS,20,Kansas,191,Sumner County,0,
986,KS,20,Kansas,193,Thomas County,0,
987,KS,20,Kansas,195,Trego County,0,
988,KS,20,Kansas,197,Wabaunsee County,0,
989,KS,20,Kansas,199,Wallace County,0,
990,KS,20,Kansas,201,Washington County,0,
991,KS,20,Kansas,203,Wichita County,0,
992,KS,20,Kansas,205,Wilson County,0,
993,KS,20,Kansas,207,Woodson County,0,
994,KS,20,Kansas,209,Wyandotte County,0,
995,KY,21,Kentucky,1,Adair County,0,
996,KY,21,Kentucky,3,Allen County,0,
997,KY,21,Kentucky,5,Anderson County,0,
998,KY,21,Kentucky,7,Ballard County,0,
999,KY,21,Kentucky,9,Barren County,0,
1000,KY,21,Kentucky,11,Bath County,0,
1001,KY,21,Kentucky,13,Bell County,0,
1002,KY,21,Kentucky,15,Boone County,0,
1003,KY,21,Kentucky,17,Bourbon County,0,
1004,KY,21,Kentucky,19,Boyd County,0,
1005,KY,21,Kentucky,21,Boyle County,0,
1006,KY,21,Kentucky,23,Bracken County,0,
1007,KY,21,Kentucky,25,Breathitt County,0,
1008,KY,21,Kentucky,27,Breckinridge County,0,
1009,KY,21,Kentucky,29,Bullitt County,0,
1010,KY,21,Kentucky,31,Butler County,0,
1011,KY,21,Kentucky,33,Caldwell County,0,
1012,KY,21,Kentucky,35,Calloway County,0,
1013,KY,21,Kentucky,37,Campbell County,0,
1014,KY,21,Kentucky,39,Carlisle County,0,
1015,KY,21,Kentucky,41,Carroll County,0,
1016,KY,21,Kentucky,43,Carter County,0,
1017,KY,21,Kentucky,45,Casey County,0,
1018,KY,21,Kentucky,47,Christian County,0,
1019,KY,21,Kentucky,49,Clark County,0,
1020,KY,21,Kentucky,51,Clay County,0,
1021,KY,21,Kentucky,53,Clinton County,0,
1022,KY,21,Kentucky,55,Crittenden County,0,
1023,KY,21,Kentucky,57,Cumberland County,0,
1024,KY,21,Kentucky,59,Daviess County,0,
1025,KY,21,Kentucky,61,Edmonson County,0,
1026,KY,21,Kentucky,63,Elliott County,0,
1027,KY,21,Kentucky,65,Estill County,0,
1028,KY,21,Kentucky,67,Fayette County,0,
1029,KY,21,Kentucky,69,Fleming County,0,
1030,KY,21,Kentucky,71,Floyd County,0,
1031,KY,21,Kentucky,73,Franklin County,0,
1032,KY,21,Kentucky,75,Fulton County,0,
1033,KY,21,Kentucky,77,Gallatin County,0,
1034,KY,21,Kentucky,79,Garrard County,0,
1035,KY,21,Kentucky,81,Grant County,0,
1036,KY,21,Kentucky,83,Graves County,0,
1037,KY,21,Kentucky,85,Grayson County,0,
1038,KY,21,Kentucky,87,Green County,0,
1039,KY,21,Kentucky,89,Greenup County,0,
1040,KY,21,Kentucky,91,Hancock County,0,
1041,KY,21,Kentucky,93,Hardin County,0,
1042,KY,21,Kentucky,95,Harlan County,0,
1043,KY,21,Kentucky,97,Harrison County,0,
1044,KY,21,Kentucky,99,Hart County,0,
1045,KY,21,Kentucky,101,Henderson County,0,
1046,KY,21,Kentucky,103,Henry County,0,
1047,KY,21,Kentucky,105,Hickman County,0,
1048,KY,21,Kentucky,107,Hopkins County,0,
1049,KY,21,Kentucky,109,Jackson County,0,
1050,KY,21,Kentucky,111,Jefferson County,0,
1051,KY,21,Kentucky,113,Jessamine County,0,
1052,KY,21,Kentucky,115,Johnson County,0,
1053,KY,21,Kentucky,117,Kenton County,0,
1054,KY,21,Kentucky,119,Knott County,0,
1055,KY,21,Kentucky,121,Knox County,0,
1056,KY,21,Kentucky,123,Larue County,0,
1057,KY,21,Kentucky,125,Laurel County,0,
1058,KY,21,Kentucky,127,Lawrence County,0,
1059,KY,21,Kentucky,129,Lee County,0,
1060,KY,21,Kentucky,131,Leslie County,0,
1061,KY,21,Kentucky,133,Letcher County,0,
1062,KY,21,Kentucky,135,Lewis County,0,
1063,KY,21,Kentucky,137,Lincoln County,0,
1064,KY,21,Kentucky,139,Livingston County,0,
1065,KY,21,Kentucky,141,Logan County,0,
1066,KY,21,Kentucky,143,Lyon County,0,
1067,KY,21,Kentucky,145,McCracken County,0,
1068,KY,21,Kentucky,147,McCreary County,0,
1069,KY,21,Kentucky,149,McLean County,0,
1070,KY,21,Kentucky,151,Madison County,0,
1071,KY,21,Kentucky,153,Magoffin County,0,
1072,KY,21,Kentucky,155,Marion County,0,
1073,KY,21,Kentucky,157,Marshall County,0,
1074,KY,21,Kentucky,159,Martin County,0,
1075,KY,21,Kentucky,161,Mason County,0,
1076,KY,21,Kentucky,163,Meade County,0,
1077,KY,21,Kentucky,165,Menifee County,0,
1078,KY,21,Kentucky,167,Mercer County,0,
1079,KY,21,Kentucky,169,Metcalfe County,0,
1080,KY,21,Kentucky,171,Monroe County,0,
1081,KY,21,Kentucky,173,Montgomery County,0,
1082,KY,21,Kentucky,175,Morgan County,0,
1083,KY,21,Kentucky,177,Muhlenberg County,0,
1084,KY,21,Kentucky,179,Nelson County,0,
1085,KY,21,Kentucky,181,Nicholas County,0,
1086,KY,21,Kentucky,183,Ohio County,0,
1087,KY,21,Kentucky,185,Oldham County,0,
1088,KY,21,Kentucky,187,Owen County,0,
1089,KY,21,Kentucky,189,Owsley County,0,
1090,KY,21,Kentucky,191,Pendleton County,0,
1091,KY,21,Kentucky,193,Perry County,0,
1092,KY,21,Kentucky,195,Pike County,0,
1093,KY,21,Kentucky,197,Powell County,0,
1094,KY,21,Kentucky,199,Pulaski County,0,
1095,KY,21,Kentucky,201,Robertson County,0,
1096,KY,21,Kentucky,203,Rockcastle County,0,
1097,KY,21,Kentucky,205,Rowan County,0,
1098,KY,21,Kentucky,207,Russell County,0,
1099,KY,21,Kentucky,209,Scott County,0,
1100,KY,21,Kentucky,211,Shelby County,0,
1101,KY,21,Kentucky,213,Simpson County,0,
1102,KY,21,Kentucky,215,Spencer County,0,
1103,KY,21,Kentucky,217,Taylor County,0,
1104,KY,21,Kentucky,219,Todd County,0,
1105,KY,21,Kentucky,221,Trigg County,0,
1106,KY,21,Kentucky,223,Trimble County,0,
1107,KY,21,Kentucky,225,Union County,0,
1108,KY,21,Kentucky,227,Warren County,0,
1109,KY,21,Kentucky,229,Washington County,0,
1110,KY,21,Kentucky,231,Wayne County,0,
1111,KY,21,Kentucky,233,Webster County,0,
1112,KY,21,Kentucky,235,Whitley County,0,
1113,KY,21,Kentucky,237,Wolfe County,0,
1114,KY,21,Kentucky,239,Woodford County,0,
1115,LA,22,Louisiana,1,Acadia Parish,0,
1116,LA,22,Louisiana,3,Allen Parish,0,
1117,LA,22,Louisiana,5,Ascension Parish,0,
1118,LA,22,Louisiana,7,Assumption Parish,0,
1119,LA,22,Louisiana,9,Avoyelles Parish,0,
1120,LA,22,Louisiana,11,Beauregard Parish,0,
1121,LA,22,Louisiana,13,Bienville Parish,0,
1122,LA,22,Louisiana,15,Bossier Parish,0,
1123,LA,22,Louisiana,17,Caddo Parish,0,
1124,LA,22,Louisiana,19,Calcasieu Parish,0,
1125,LA,22,Louisiana,21,Caldwell Parish,0,
1126,LA,22,Louisiana,23,Cameron Parish,0,
1127,LA,22,Louisiana,25,Catahoula Parish,0,
1128,LA,22,Louisiana,27,Claiborne Parish,0,
1129,LA,22,Louisiana,29,Concordia Parish,0,
1130,LA,22,Louisiana,31,De Soto Parish,0,
1131,LA,22,Louisiana,33,East Baton Rouge Parish,0,
1132,LA,22,Louisiana,35,East Carroll Parish,0,
1133,LA,22,Louisiana,37,East Feliciana Parish,0,
1134,LA,22,Louisiana,39,Evangeline Parish,0,
1135,LA,22,Louisiana,41,Franklin Parish,0,
1136,LA,22,Louisiana,43,Grant Parish,0,
1137,LA,22,Louisiana,45,Iberia Parish,0,
1138,LA,22,Louisiana,47,Iberville Parish,0,
1139,LA,22,Louisiana,49,Jackson Parish,0,
1140,LA,22,Louisiana,51,Jefferson Parish,0,
1141,LA,22,Louisiana,53,Jefferson Davis Parish,0,
1142,LA,22,Louisiana,55,Lafayette Parish,0,
1143,LA,22,Louisiana,57,Lafourche Parish,0,
1144,LA,22,Louisiana,59,La Salle Parish,0,
1145,LA,22,Louisiana,61,Lincoln Parish,0,
1146,LA,22,Louisiana,63,Livingston Parish,0,
1147,LA,22,Louisiana,65,Madison Parish,0,
1148,LA,22,Louisiana,67,Morehouse Parish,0,
1149,LA,22,Louisiana,69,Natchitoches Parish,0,
1150,LA,22,Louisiana,71,Orleans Parish,0,
1151,LA,22,Louisiana,73,Ouachita Parish,0,
1152,LA,22,Louisiana,75,Plaquemines Parish,0,
1153,LA,22,Louisiana,77,Pointe Coupee Parish,0,
1154,LA,22,Louisiana,79,Rapides Parish,0,
1155,LA,22,Louisiana,81,Red River Parish,0,
1156,LA,22,Louisiana,83,Richland Parish,0,
1157,LA,22,Louisiana,85,Sabine Parish,0,
1158,LA,22,Louisiana,87,St. Bernard Parish,0,
1159,LA,22,Louisiana,89,St. Charles Parish,0,
1160,LA,22,Louisiana,91,St. Helena Parish,0,
1161,LA,22,Louisiana,93,St. James Parish,0,
1162,LA,22,Louisiana,95,St. John the Baptist Parish,0,
1163,LA,22,Louisiana,97,St. Landry Parish,0,
1164,LA,22,Louisiana,99,St. Martin Parish,0,
1165,LA,22,Louisiana,101,St. Mary Parish,0,
1166,LA,22,Louisiana,103,St. Tammany Parish,0,
1167,LA,22,Louisiana,105,Tangipahoa Parish,0,
1168,LA,22,Louisiana,107,Tensas Parish,0,
1169,LA,22,Louisiana,109,Terrebonne Parish,0,
1170,LA,22,Louisiana,111,Union Parish,0,
1171,LA,22,Louisiana,113,Vermilion Parish,0,
1172,LA,22,Louisiana,115,Vernon Parish,0,
1173,LA,22,Louisiana,117,Washington Parish,0,
1174,LA,22,Louisiana,119,Webster Parish,0,
1175,LA,22,Louisiana,121,West Baton Rouge Parish,0,
1176,LA,22,Louisiana,123,West Carroll Parish,0,
1177,LA,22,Louisiana,125,West Feliciana Parish,0,
1178,LA,22,Louisiana,127,Winn Parish,0,
1179,ME,23,Maine,1,Androscoggin County,0,
1180,ME,23,Maine,3,Aroostook County,0,
2811,VT,50,Vermont,5,Caledonia County,1,
1182,ME,23,Maine,7,Franklin County,0,
1183,ME,23,Maine,9,Hancock County,1,8/10/2019
1184,ME,23,Maine,11,Kennebec County,1,8/10/2019
1185,ME,23,Maine,13,Knox County,1,8/13/2019
1186,ME,23,Maine,15,Lincoln County,1,8/13/2019
313,CT,9,Connecticut,7,Middlesex County,1,
1188,ME,23,Maine,19,Penobscot County,1,8/10/2019
1189,ME,23,Maine,21,Piscataquis County,0,
1769,NH,33,New Hampshire,7,Coos County,1,
1191,ME,23,Maine,25,Somerset County,1,8/10/2019
1192,ME,23,Maine,27,Waldo County,1,8/10/2019
1193,ME,23,Maine,29,Washington County,0,
1779,NJ,34,New Jersey,7,Camden County,1,
1195,MD,24,Maryland,1,Allegany County,0,
1196,MD,24,Maryland,3,Anne Arundel County,0,
1895,NC,37,North Carolina,7,Anson County,1,
1198,MD,24,Maryland,9,Calvert County,0,
1199,MD,24,Maryland,11,Caroline County,0,
1200,MD,24,Maryland,13,Carroll County,0,
2213,OR,41,Oregon,7,Clatsop County,1,
1202,MD,24,Maryland,17,Charles County,0,
1203,MD,24,Maryland,19,Dorchester County,0,
2316,RI,44,Rhode Island,7,Providence County,1,
1205,MD,24,Maryland,23,Garrett County,0,
2321,SC,45,South Carolina,7,Anderson County,1,
2812,VT,50,Vermont,7,Chittenden County,1,
1208,MD,24,Maryland,29,Kent County,0,
314,CT,9,Connecticut,9,New Haven County,1,
1210,MD,24,Maryland,33,Prince George's County,0,
1211,MD,24,Maryland,35,Queen Anne's County,0,
1212,MD,24,Maryland,37,St. Mary's County,0,
1213,MD,24,Maryland,39,Somerset County,0,
1214,MD,24,Maryland,41,Talbot County,0,
326,FL,12,Florida,9,Brevard County,1,
1216,MD,24,Maryland,45,Wicomico County,0,
1223,MA,25,Massachusetts,9,Essex County,1,
1770,NH,33,New Hampshire,9,Grafton County,1,
1896,NC,37,North Carolina,9,Ashe County,1,
2214,OR,41,Oregon,9,Columbia County,1,
2317,RI,44,Rhode Island,9,Washington County,1,
1222,MA,25,Massachusetts,7,Dukes County,0,
2827,VA,51,Virginia,9,Amherst County,1,
2961,WA,53,Washington,9,Clallam County,1,
315,CT,9,Connecticut,11,New London County,1,
327,FL,12,Florida,11,Broward County,1,
1224,MA,25,Massachusetts,11,Franklin County,1,
1228,MA,25,Massachusetts,19,Nantucket County,0,
1771,NH,33,New Hampshire,11,Hillsborough County,1,
1835,NY,36,New York,11,Cayuga County,1,
1897,NC,37,North Carolina,11,Avery County,1,
2251,PA,42,Pennsylvania,11,Berks County,1,
1233,MI,26,Michigan,1,Alcona County,0,
1234,MI,26,Michigan,3,Alger County,0,
1235,MI,26,Michigan,5,Allegan County,0,
1236,MI,26,Michigan,7,Alpena County,0,
1237,MI,26,Michigan,9,Antrim County,0,
1238,MI,26,Michigan,11,Arenac County,0,
1239,MI,26,Michigan,13,Baraga County,0,
1240,MI,26,Michigan,15,Barry County,0,
2785,UT,49,Utah,11,Davis County,1,5/24/2019
2814,VT,50,Vermont,11,Franklin County,1,
1243,MI,26,Michigan,21,Berrien County,0,
1244,MI,26,Michigan,23,Branch County,0,
1245,MI,26,Michigan,25,Calhoun County,0,
1246,MI,26,Michigan,27,Cass County,0,
1247,MI,26,Michigan,29,Charlevoix County,0,
1248,MI,26,Michigan,31,Cheboygan County,0,
1249,MI,26,Michigan,33,Chippewa County,0,
105,AZ,4,Arizona,13,Maricopa County,1,
1251,MI,26,Michigan,37,Clinton County,0,
1252,MI,26,Michigan,39,Crawford County,0,
1253,MI,26,Michigan,41,Delta County,0,
1254,MI,26,Michigan,43,Dickinson County,0,
1255,MI,26,Michigan,45,Eaton County,0,
1256,MI,26,Michigan,47,Emmet County,0,
316,CT,9,Connecticut,13,Tolland County,1,
1258,MI,26,Michigan,51,Gladwin County,0,
1259,MI,26,Michigan,53,Gogebic County,0,
1225,MA,25,Massachusetts,13,Hampden County,1,
1261,MI,26,Michigan,57,Gratiot County,0,
1262,MI,26,Michigan,59,Hillsdale County,0,
1263,MI,26,Michigan,61,Houghton County,0,
1264,MI,26,Michigan,63,Huron County,0,
1265,MI,26,Michigan,65,Ingham County,0,
1266,MI,26,Michigan,67,Ionia County,0,
1267,MI,26,Michigan,69,Iosco County,0,
1268,MI,26,Michigan,71,Iron County,0,
1772,NH,33,New Hampshire,13,Merrimack County,1,
1270,MI,26,Michigan,75,Jackson County,0,
1271,MI,26,Michigan,77,Kalamazoo County,0,
1272,MI,26,Michigan,79,Kalkaska County,0,
1273,MI,26,Michigan,81,Kent County,0,
1274,MI,26,Michigan,83,Keweenaw County,0,
1275,MI,26,Michigan,85,Lake County,0,
1276,MI,26,Michigan,87,Lapeer County,0,
1782,NJ,34,New Jersey,13,Essex County,1,
1278,MI,26,Michigan,91,Lenawee County,0,
1279,MI,26,Michigan,93,Livingston County,0,
1280,MI,26,Michigan,95,Luce County,0,
1281,MI,26,Michigan,97,Mackinac County,0,
1282,MI,26,Michigan,99,Macomb County,0,
1836,NY,36,New York,13,Chautauqua County,1,
1284,MI,26,Michigan,103,Marquette County,0,
1285,MI,26,Michigan,105,Mason County,0,
1286,MI,26,Michigan,107,Mecosta County,0,
1287,MI,26,Michigan,109,Menominee County,0,
2216,OR,41,Oregon,13,Crook County,1,
1289,MI,26,Michigan,113,Missaukee County,0,
1290,MI,26,Michigan,115,Monroe County,0,
1291,MI,26,Michigan,117,Montcalm County,0,
1292,MI,26,Michigan,119,Montmorency County,0,
1293,MI,26,Michigan,121,Muskegon County,0,
1294,MI,26,Michigan,123,Newaygo County,0,
2815,VT,50,Vermont,13,Grand Isle County,1,
1296,MI,26,Michigan,127,Oceana County,0,
1297,MI,26,Michigan,129,Ogemaw County,0,
1298,MI,26,Michigan,131,Ontonagon County,0,
2829,VA,51,Virginia,13,Arlington County,1,
1300,MI,26,Michigan,135,Oscoda County,0,
1301,MI,26,Michigan,137,Otsego County,0,
1302,MI,26,Michigan,139,Ottawa County,0,
1303,MI,26,Michigan,141,Presque Isle County,0,
1304,MI,26,Michigan,143,Roscommon County,0,
317,CT,9,Connecticut,15,Windham County,1,
1306,MI,26,Michigan,147,St. Clair County,0,
1307,MI,26,Michigan,149,St. Joseph County,0,
1308,MI,26,Michigan,151,Sanilac County,0,
1309,MI,26,Michigan,153,Schoolcraft County,0,
1310,MI,26,Michigan,155,Shiawassee County,0,
1311,MI,26,Michigan,157,Tuscola County,0,
1312,MI,26,Michigan,159,Van Buren County,0,
1313,MI,26,Michigan,161,Washtenaw County,0,
1201,MD,24,Maryland,15,Cecil County,1,
1226,MA,25,Massachusetts,15,Hampshire County,1,
1316,MN,27,Minnesota,1,Aitkin County,0,
1317,MN,27,Minnesota,3,Anoka County,0,
1318,MN,27,Minnesota,5,Becker County,0,
1319,MN,27,Minnesota,7,Beltrami County,0,
1320,MN,27,Minnesota,9,Benton County,0,
1321,MN,27,Minnesota,11,Big Stone County,0,
1322,MN,27,Minnesota,13,Blue Earth County,0,
1323,MN,27,Minnesota,15,Brown County,0,
1324,MN,27,Minnesota,17,Carlton County,0,
1325,MN,27,Minnesota,19,Carver County,0,
1326,MN,27,Minnesota,21,Cass County,0,
1327,MN,27,Minnesota,23,Chippewa County,0,
1328,MN,27,Minnesota,25,Chisago County,0,
1329,MN,27,Minnesota,27,Clay County,0,
1330,MN,27,Minnesota,29,Clearwater County,0,
1331,MN,27,Minnesota,31,Cook County,0,
1332,MN,27,Minnesota,33,Cottonwood County,0,
1333,MN,27,Minnesota,35,Crow Wing County,0,
1334,MN,27,Minnesota,37,Dakota County,0,
1335,MN,27,Minnesota,39,Dodge County,0,
1336,MN,27,Minnesota,41,Douglas County,0,
1337,MN,27,Minnesota,43,Faribault County,0,
1338,MN,27,Minnesota,45,Fillmore County,0,
1339,MN,27,Minnesota,47,Freeborn County,0,
1340,MN,27,Minnesota,49,Goodhue County,0,
1341,MN,27,Minnesota,51,Grant County,0,
1342,MN,27,Minnesota,53,Hennepin County,0,
1343,MN,27,Minnesota,55,Houston County,0,
1344,MN,27,Minnesota,57,Hubbard County,0,
1345,MN,27,Minnesota,59,Isanti County,0,
1346,MN,27,Minnesota,61,Itasca County,0,
1347,MN,27,Minnesota,63,Jackson County,0,
1348,MN,27,Minnesota,65,Kanabec County,0,
1349,MN,27,Minnesota,67,Kandiyohi County,0,
1350,MN,27,Minnesota,69,Kittson County,0,
1351,MN,27,Minnesota,71,Koochiching County,0,
1352,MN,27,Minnesota,73,Lac qui Parle County,0,
1353,MN,27,Minnesota,75,Lake County,0,
1354,MN,27,Minnesota,77,Lake of the Woods County,0,
1355,MN,27,Minnesota,79,Le Sueur County,0,
1356,MN,27,Minnesota,81,Lincoln County,0,
1357,MN,27,Minnesota,83,Lyon County,0,
1358,MN,27,Minnesota,85,McLeod County,0,
1359,MN,27,Minnesota,87,Mahnomen County,0,
1360,MN,27,Minnesota,89,Marshall County,0,
1361,MN,27,Minnesota,91,Martin County,0,
1362,MN,27,Minnesota,93,Meeker County,0,
1363,MN,27,Minnesota,95,Mille Lacs County,0,
1364,MN,27,Minnesota,97,Morrison County,0,
1365,MN,27,Minnesota,99,Mower County,0,
1366,MN,27,Minnesota,101,Murray County,0,
1367,MN,27,Minnesota,103,Nicollet County,0,
1368,MN,27,Minnesota,105,Nobles County,0,
1369,MN,27,Minnesota,107,Norman County,0,
1370,MN,27,Minnesota,109,Olmsted County,0,
1371,MN,27,Minnesota,111,Otter Tail County,0,
1372,MN,27,Minnesota,113,Pennington County,0,
1373,MN,27,Minnesota,115,Pine County,0,
1374,MN,27,Minnesota,117,Pipestone County,0,
1375,MN,27,Minnesota,119,Polk County,0,
1376,MN,27,Minnesota,121,Pope County,0,
1377,MN,27,Minnesota,123,Ramsey County,0,
1378,MN,27,Minnesota,125,Red Lake County,0,
1379,MN,27,Minnesota,127,Redwood County,0,
1380,MN,27,Minnesota,129,Renville County,0,
1381,MN,27,Minnesota,131,Rice County,0,
1382,MN,27,Minnesota,133,Rock County,0,
1383,MN,27,Minnesota,135,Roseau County,0,
1384,MN,27,Minnesota,137,St. Louis County,0,
1385,MN,27,Minnesota,139,Scott County,0,
1386,MN,27,Minnesota,141,Sherburne County,0,
1387,MN,27,Minnesota,143,Sibley County,0,
1388,MN,27,Minnesota,145,Stearns County,0,
1389,MN,27,Minnesota,147,Steele County,0,
1390,MN,27,Minnesota,149,Stevens County,0,
1391,MN,27,Minnesota,151,Swift County,0,
1392,MN,27,Minnesota,153,Todd County,0,
1393,MN,27,Minnesota,155,Traverse County,0,
1394,MN,27,Minnesota,157,Wabasha County,0,
1395,MN,27,Minnesota,159,Wadena County,0,
1396,MN,27,Minnesota,161,Waseca County,0,
1397,MN,27,Minnesota,163,Washington County,0,
1398,MN,27,Minnesota,165,Watonwan County,0,
1399,MN,27,Minnesota,167,Wilkin County,0,
1400,MN,27,Minnesota,169,Winona County,0,
