state,state_code,state_name,county_code,county_name,date,notes
WV,54,West Virginia,107,Wood,,
WV,54,West Virginia,109,Wyoming,,
WY,56,Wyoming,1,Albany,,
WY,56,Wyoming,3,Big Horn,,
WY,56,Wyoming,5,Campbell,,
WY,56,Wyoming,7,Carbon,,
WY,56,Wyoming,9,Converse,,
WY,56,Wyoming,11,Crook,,
WY,56,Wyoming,13,Fremont,,
WY,56,Wyoming,15,Goshen,,
WY,56,Wyoming,17,Hot Springs,,
WY,56,Wyoming,19,Johnson,,
WY,56,Wyoming,21,Laramie,,
WY,56,Wyoming,23,Lincoln,,
WY,56,Wyoming,25,Natrona,,
WY,56,Wyoming,27,Niobrara,,
WY,56,Wyoming,29,Park,,
WY,56,Wyoming,31,Platte,,
WY,56,Wyoming,33,Sheridan,,
WY,56,Wyoming,35,Sublette,,
WY,56,Wyoming,37,Sweetwater,,
WY,56,Wyoming,39,Teton,,
WY,56,Wyoming,41,Uinta,,
WY,56,Wyoming,43,Washakie,,
WY,56,Wyoming,45,Weston,,
